Crash Date,Crash Time,X,Y,City/Town,Crash Severity,Maximum Injury Severity Reported,Crash Number,Most Harmful Events,Non Motorist Type
6/5/05,5:00 AM,228382.3907,892857.6873,BOSTON,Property damage only (none injured),No injury,1956223,V1:(),P2:Pedestrian
10/8/05,8:47 PM,221149.4845,902516.1249,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,1956342,V1:(Collision with pedestrian),P2:Pedestrian
10/9/05,1:34 AM,107924.9688,883984.1252,HOLYOKE,Fatal injury,Fatal injury,1956416,V1:(Collision with pedestrian),P2:Pedestrian
10/12/05,2:16 AM,224213.1563,896853.4377,NEWTON,Property damage only (none injured),No injury,1956444,V1:(Collision with pedestrian),P2:Pedestrian
9/21/05,9:07 AM,224162.6868,896588.4409,NEWTON,Non-fatal injury,Non-fatal injury - Possible,1956576,V1:(Collision with pedestrian),P2:Pedestrian
11/14/05,5:17 PM,224695.4094,898058.9153,NEWTON,Non-fatal injury,Non-fatal injury - Possible,1956781,V1:(Collision with pedestrian),P2:Pedestrian
12/21/04,1:20 PM,175894.8126,891332.3748,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1956785,V1:(Collision with pedestrian),P2:Pedestrian
12/21/04,2:30 PM,175122.4063,890537.4374,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,1956786,V1:(Collision with pedestrian),P3:Pedestrian
10/7/05,3:46 PM,225503.8279,900640.8752,NEWTON,Non-fatal injury,Non-fatal injury - Incapacitating,1956869,V1:(Collision with pedestrian),P2:Pedestrian
12/17/04,8:10 AM,176090.8282,890755.3748,WORCESTER,Unknown,Not reported,1956986,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
12/1/04,4:30 PM,,,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1957006,V1:(Collision with pedestrian),P2:Pedestrian
12/23/04,8:20 PM,175191.1874,887782.5625,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1957026,V1:(Collision with pedestrian),P2:Pedestrian
8/29/05,8:30 AM,,,WILMINGTON,Not Reported,Not reported,1957041,V1:(),P2:Pedestrian
12/23/04,6:02 PM,175741.0972,888826.9405,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1957086,V1:(Collision with pedestrian),P2:Pedestrian
12/16/04,12:00 AM,175842.094,889396.3845,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1957155,V1:(Collision with pedestrian),P2:Pedestrian
12/3/04,10:30 PM,172222.3023,888569.3656,WORCESTER,Property damage only (none injured),No injury,1957173,V1:(Collision with parked motor vehicle),P2:Pedestrian
12/7/04,6:10 PM,174889.6721,890026.5623,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1957243,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
12/6/04,12:00 PM,,,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1957252,V1:(Collision with pedestrian),P2:Pedestrian
10/24/05,12:30 PM,247542.2299,822473.3495,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,1957344,V1:(Collision with pedestrian),P2:Pedestrian
10/31/05,6:14 PM,222330.4217,900385.25,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1957374,V1:(Collision with pedestrian),P3:Pedestrian
11/15/05,4:56 PM,227207.7813,943462.8124,METHUEN,Property damage only (none injured),No injury,1957442,V1:(Collision with pedestrian),P2:Pedestrian
12/14/04,4:52 PM,173725.5421,890658.7987,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,1957470,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
11/1/05,1:53 PM,248339.5439,919040.5896,SALEM,Property damage only (none injured),No injury,1957510,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,3:13 PM,244069.2473,885441.0081,WEYMOUTH,Not Reported,Not Applicable,1957624,V1:(),P2:Pedestrian
10/10/05,7:13 PM,110416.9219,865123.5003,LONGMEADOW,Fatal injury,Fatal injury,1957656,V1:(Collision with pedestrian),P2:Pedestrian
8/23/05,1:20 PM,236769.1893,881720.0924,RANDOLPH,Unknown,Not Applicable,1957684,V1:(),P2:Pedestrian
10/25/05,8:03 PM,68241.94635,940123.3439,NORTH ADAMS,Non-fatal injury,Non-fatal injury - Possible,1957716,V1:(Collision with pedestrian),P2:Pedestrian
10/25/05,7:07 PM,68084.24355,939583.4614,NORTH ADAMS,Non-fatal injury,Non-fatal injury - Possible,1957719,V1:(Collision with pedestrian),P2:Pedestrian
10/19/05,10:42 PM,110865.1379,871038.7435,SPRINGFIELD,Fatal injury,Fatal injury,1957737,V1:(Collision with pedestrian),P2:Pedestrian
10/25/05,7:19 AM,66665.00793,930343.3127,ADAMS,Fatal injury,Fatal injury,1957744,V1:(Collision with pedestrian),P2:Pedestrian
12/13/04,11:05 AM,173272.0426,889586.9863,WORCESTER,Not Reported,Not Applicable,1957870,V1:(Collision with pedestrian),P2:Pedestrian
11/11/04,5:24 PM,229623.0506,876013.3926,STOUGHTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1957920,V1:(Collision with pedestrian),P3:Pedestrian / P4:Pedestrian
11/14/05,7:54 AM,221838.4061,941914.7502,METHUEN,Non-fatal injury,Non-fatal injury - Non-incapacitating,1957933,V1:(Collision with pedestrian),P2:Pedestrian
11/6/05,11:56 PM,169314.5976,874818.6695,OXFORD,Non-fatal injury,Non-fatal injury - Incapacitating,1957945,V1:(Collision with pedestrian) V2:(Collision with pedestrian),P6:Pedestrian
11/9/05,8:29 PM,248832.5002,919855.8124,SALEM,Property damage only (none injured),No injury,1957973,V1:(Collision with pedestrian),P2:Pedestrian
12/11/04,1:55 AM,173340.2341,889666.25,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1958037,V1:(Collision with pedestrian),P2:Pedestrian
4/23/05,12:00 AM,117724.2735,874205.3752,SPRINGFIELD,Property damage only (none injured),Deceased not caused by crash,1958123,V1:(Collision with pedestrian),P2:Pedestrian
12/10/04,4:24 PM,174473.791,891200.7764,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1958190,V1:(Collision with pedestrian),P2:Pedestrian
11/13/05,12:20 PM,247783.5627,819680.3125,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958258,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,11:28 AM,323782.8711,831278.3811,HARWICH,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958292,V1:(Other),P3:Pedestrian
8/13/05,8:39 PM,231236.2654,904909.6251,SOMERVILLE,Unknown,Not reported,1958329,V1:(),P2:Pedestrian
11/18/05,5:29 PM,158852.5605,925116.8691,GARDNER,Non-fatal injury,Non-fatal injury - Incapacitating,1958504,V1:(Collision with pedestrian),P2:Pedestrian
11/15/05,6:41 PM,96904.15176,875225.1838,WESTFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,1958512,V1:(Collision with pedestrian),P2:Pedestrian
11/6/05,5:26 PM,233011.6405,850462.6876,TAUNTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958543,V1:(Collision with pedestrian),P3:Pedestrian
11/2/05,6:19 PM,233749.4103,875944.6965,STOUGHTON,Non-fatal injury,Non-fatal injury - Possible,1958660,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,9:08 PM,237808.8595,889946.1709,MILTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958679,V1:(Collision with pedestrian),P2:Pedestrian
10/27/05,10:09 AM,242850.248,888106.7429,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958766,V1:(),P2:Pedestrian
11/14/05,2:32 PM,242578.9424,887750.8825,QUINCY,Non-fatal injury,Non-fatal injury - Incapacitating,1958769,V1:(Collision with pedestrian),P3:Pedestrian
11/5/05,9:00 AM,,,QUINCY,Not Reported,Not reported,1958811,V1:(Collision with pedestrian),P2:Pedestrian
11/17/05,2:56 PM,245524.781,912755.2499,LYNN,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958845,V1:(Collision with pedestrian),P2:Pedestrian
11/2/05,11:52 AM,242633.2457,888363.8156,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958852,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,7:40 AM,234212.6561,947110.9998,HAVERHILL,Property damage only (none injured),No injury,1958857,V1:(Collision with pedestrian),P3:Pedestrian
11/22/05,6:52 PM,213793.8697,929099.0749,CHELMSFORD,Property damage only (none injured),No injury,1958886,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,6:19 PM,244369.2556,913060.1596,LYNN,Non-fatal injury,Non-fatal injury - Non-incapacitating,1958895,V1:(Collision with pedestrian),P2:Pedestrian
11/15/05,4:18 PM,111118.9922,878806.0623,CHICOPEE,Non-fatal injury,Non-fatal injury - Possible,1959030,V1:(Collision with pedestrian),P2:Pedestrian
11/17/05,12:00 AM,111994.6717,878163.9409,CHICOPEE,Non-fatal injury,Non-fatal injury - Incapacitating,1959054,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,4:03 PM,205830.1562,883375.6874,HOLLISTON,Non-fatal injury,Non-fatal injury - Incapacitating,1959159,V1:(Collision with pedestrian),P5:Pedestrian
11/21/05,3:03 PM,225453.6659,902356.3548,WATERTOWN,Non-fatal injury,Non-fatal injury - Incapacitating,1959249,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,4:47 PM,107260.4768,897811.2499,NORTHAMPTON,Non-fatal injury,Non-fatal injury - Possible,1959251,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,7:00 AM,228077.6759,941447.2956,METHUEN,Non-fatal injury,Non-fatal injury - Incapacitating,1959287,V1:(Collision with pedestrian),P2:Pedestrian
11/5/05,11:30 PM,247098.4806,826284.2472,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Incapacitating,1959337,V1:(Collision with pedestrian),P2:Pedestrian
11/9/05,3:43 PM,185200.9343,873557.0469,NORTHBRIDGE,Non-fatal injury,Non-fatal injury - Possible,1959356,V1:(Collision with pedestrian),P2:Pedestrian
11/26/05,3:15 PM,239478.7788,870136.3937,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1959366,V1:(Collision with motor vehicle in traffic),P2:Pedestrian / P3:Pedestrian
4/30/05,10:00 AM,,,SEEKONK,Non-fatal injury,Non-fatal injury - Incapacitating,1959395,V1:(),P2:Pedestrian
11/22/05,5:09 PM,215452.0468,931626.7502,LOWELL,Non-fatal injury,Non-fatal injury - Possible,1959509,V1:(Collision with pedestrian),P5:Pedestrian
11/17/05,6:18 AM,247062.9865,919741.4097,PEABODY,Non-fatal injury,Non-fatal injury - Non-incapacitating,1959516,V1:(Collision with pedestrian),P2:Pedestrian
11/20/05,9:19 PM,239146.5172,891550.0035,QUINCY,Unknown,Not Applicable,1959545,V1:(Collision with bridge),P2:Pedestrian
4/30/05,11:40 AM,229198.5157,900092.8125,BOSTON,Property damage only (none injured),No injury,1959594,V1:(),P3:Pedestrian
10/31/05,1:45 PM,247181.1875,825547.3123,NEW BEDFORD,Property damage only (none injured),No injury,1959622,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,5:34 PM,214725.5469,932615.625,LOWELL,Non-fatal injury,Non-fatal injury - Possible,1959628,V1:(Collision with pedestrian),P2:Pedestrian
11/3/05,2:52 PM,219420.547,862451.7501,MANSFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,1959802,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,6:32 PM,250485.3143,940828.3518,ROWLEY,Non-fatal injury,Non-fatal injury - Non-incapacitating,1959855,V1:(Collision with pedestrian),P2:Pedestrian
11/17/05,7:53 AM,173639.2437,924275.5076,FITCHBURG,Non-fatal injury,Non-fatal injury - Incapacitating,1959880,V1:(Collision with pedestrian),P2:Pedestrian
11/28/05,7:09 AM,238033.5139,868988.1185,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,1960003,V1:(Collision with pedestrian),P3:Pedestrian
11/21/05,9:20 PM,231290.2087,897032.0407,BROOKLINE,Non-fatal injury,Non-fatal injury - Non-incapacitating,1960083,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,5:18 PM,244767.5468,915334.5626,LYNN,Property damage only (none injured),No injury,1960331,V1:(Collision with pedestrian),P2:Pedestrian
5/25/05,11:30 AM,177733.4678,894006.8529,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1960413,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),P6:Pedestrian
11/1/05,6:04 PM,229329.838,826599.2766,FALL RIVER,Non-fatal injury,Non-fatal injury - Possible,1960443,V1:(Collision with pedestrian),P2:Pedestrian
10/22/05,2:55 PM,228060.3438,827704.4999,FALL RIVER,Non-fatal injury,Non-fatal injury - Possible,1960530,V1:(Collision with pedestrian),P4:Pedestrian
11/22/05,6:21 AM,96746.64794,875378.9992,WESTFIELD,Non-fatal injury,Non-fatal injury - Possible,1960534,V1:(Collision with pedestrian),P2:Pedestrian
11/26/05,5:26 PM,,,EAST LONGMEADOW,Property damage only (none injured),No injury,1960574,V1:(Collision with pedestrian),P2:Pedestrian
11/21/05,7:33 AM,,,LYNN,Property damage only (none injured),No injury,1960590,V1:(Collision with pedestrian),P2:Pedestrian
11/2/05,10:03 AM,230350.0467,829266.0625,FALL RIVER,Non-fatal injury,Non-fatal injury - Possible,1960634,V1:(Collision with pedestrian),P2:Pedestrian
11/23/05,3:30 PM,230054.6762,833118.7098,SOMERSET,Non-fatal injury,Non-fatal injury - Possible,1960716,V1:(Collision with pedestrian),P2:Pedestrian
10/25/05,9:27 PM,227632.2701,827598.0446,FALL RIVER,Non-fatal injury,Non-fatal injury - Possible,1960728,V1:(),P2:Pedestrian
11/22/05,9:32 AM,248316.7282,914132.0691,SWAMPSCOTT,Property damage only (none injured),No injury,1960793,V1:(Collision with pedestrian),P2:Pedestrian
10/25/05,6:50 AM,228409.922,827619.3123,FALL RIVER,Non-fatal injury,Non-fatal injury - Possible,1960829,V1:(Collision with pedestrian),P2:Pedestrian
11/23/05,6:19 PM,237083.8347,854435.9075,RAYNHAM,Fatal injury,Fatal injury,1960859,V1:(Collision with pedestrian),P2:Pedestrian
11/24/05,7:30 PM,174995.8122,889371.8126,WORCESTER,Fatal injury,Fatal injury,1960911,V1:(),P2:Pedestrian
5/12/05,6:40 PM,234588.0458,897866.954,BOSTON,Property damage only (none injured),No injury,1961177,V1:(),P2:Pedestrian
11/10/05,1:45 PM,109491.3146,880779.9295,CHICOPEE,Fatal injury,Fatal injury,1961205,V1:(Collision with pedestrian),P2:Pedestrian
11/9/05,5:57 PM,233928.5939,850231.8123,TAUNTON,Non-fatal injury,Non-fatal injury - Possible,1961393,V1:(Collision with pedestrian),P2:Pedestrian
10/28/05,5:03 PM,221284.3948,892063.0584,NEEDHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,1961450,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,7:30 AM,221122.3147,892228.9851,NEEDHAM,Non-fatal injury,Non-fatal injury - Possible,1961563,V1:(Collision with pedestrian),P2:Pedestrian
11/28/05,4:49 PM,234605.1092,947417.1251,HAVERHILL,Property damage only (none injured),No injury,1961573,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
11/18/05,2:26 PM,246498.4329,885515.3131,WEYMOUTH,Non-fatal injury,Non-fatal injury - Incapacitating,1961580,V1:(Collision with pedestrian),P2:Pedestrian
11/23/05,12:23 PM,234589.9842,947509.1874,HAVERHILL,Non-fatal injury,Non-fatal injury - Non-incapacitating,1961643,V1:(Collision with pedestrian),P5:Pedestrian
11/21/05,2:30 PM,234538.145,947211.6296,HAVERHILL,Non-fatal injury,Non-fatal injury - Possible,1961657,V1:(Collision with pedestrian),P2:Pedestrian
11/22/05,8:06 PM,240943.5912,889148.4307,QUINCY,Not Reported,Not Applicable,1961862,V1:(Collision with pedestrian),P2:Pedestrian
11/19/05,1:23 AM,245841.2498,939293.5626,ROWLEY,Non-fatal injury,Non-fatal injury - Non-incapacitating,1961877,V1:(Other),P2:Pedestrian
11/17/05,7:46 AM,220726.6877,913693.1873,LEXINGTON,Non-fatal injury,Non-fatal injury - Possible,1961884,V1:(Collision with pedestrian),P2:Pedestrian
11/23/05,1:00 PM,215681.1372,932229.5434,LOWELL,Non-fatal injury,Non-fatal injury - Possible,1961917,V1:(Collision with pedestrian),P2:Pedestrian / P4:Pedestrian
11/27/05,5:09 AM,245370.2968,915116.6251,LYNN,Fatal injury,Fatal injury,1961975,V1:(Collision with pedestrian),P2:Pedestrian
11/14/05,5:38 PM,226101.6975,907881.1958,ARLINGTON,Non-fatal injury,Non-fatal injury - Possible,1961982,V1:(Collision with pedestrian),P2:Pedestrian
4/9/05,4:10 AM,236489.1407,899255.9373,BOSTON,Property damage only (none injured),No injury,1962139,V1:() V2:(),P4:Pedestrian
8/3/05,7:41 AM,244646.8905,911701.297,LYNN,Property damage only (none injured),No injury,1962286,V1:(Collision with pedestrian),P2:Pedestrian
11/4/05,8:55 AM,251085.3284,951543.2502,NEWBURYPORT,Non-fatal injury,Non-fatal injury - Non-incapacitating,1962310,V1:(Collision with pedestrian),P2:Pedestrian
11/23/05,7:32 AM,108909.6972,882779.3249,CHICOPEE,Non-fatal injury,Non-fatal injury - Incapacitating,1962428,V1:(Collision with pedestrian),P3:Pedestrian
11/21/05,9:40 AM,228599.2345,914436.2499,WOBURN,Property damage only (none injured),No injury,1962444,V1:(Collision with pedestrian),P2:Pedestrian
12/1/05,10:13 AM,187075.0628,873694.1248,NORTHBRIDGE,Non-fatal injury,Non-fatal injury - Incapacitating,1962537,V1:(Collision with pedestrian),P2:Pedestrian
10/18/05,6:13 AM,119055.8596,880460.6251,LUDLOW,Non-fatal injury,Non-fatal injury - Non-incapacitating,1962541,V1:(Collision with pedestrian),P2:Pedestrian
11/30/05,5:12 PM,235461.6407,911734.2502,MELROSE,Non-fatal injury,Non-fatal injury - Possible,1962683,V1:(Collision with pedestrian),P2:Pedestrian
11/15/05,4:00 PM,239342.7684,905596.1434,CHELSEA,Non-fatal injury,Non-fatal injury - Non-incapacitating,1962811,V1:(Collision with pedestrian),P2:Pedestrian
11/29/05,2:49 PM,230486.8121,878671.1247,CANTON,Not Reported,Not reported,1962833,V1:(Collision with pedestrian),P2:Pedestrian
11/9/05,5:20 PM,229123.9843,878080.0059,CANTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1962933,V1:(Collision with pedestrian),P2:Pedestrian
10/6/05,3:52 PM,119658.4803,879892.9438,LUDLOW,Non-fatal injury,Non-fatal injury - Incapacitating,1962953,V1:(Collision with pedestrian),P2:Pedestrian
10/26/05,12:00 AM,120731.5076,879875.4373,LUDLOW,Non-fatal injury,Non-fatal injury - Incapacitating,1963004,V1:(Collision with pedestrian),P2:Pedestrian
11/6/05,3:29 PM,238882.3459,904330.5158,CHELSEA,Property damage only (none injured),No injury,1963119,V1:(Collision with pedestrian),P7:Pedestrian
11/5/05,6:34 PM,237892.4846,904297.6873,CHELSEA,Non-fatal injury,Non-fatal injury - Possible,1963142,V1:(Collision with pedestrian),P2:Pedestrian
11/18/05,7:28 PM,248953.1482,915105.2934,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963164,V1:(),P2:Pedestrian / P3:Pedestrian
11/17/05,3:04 PM,248491.5,918816.3126,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963258,V1:(Collision with pedestrian),P2:Pedestrian
11/27/05,5:31 PM,227884.7844,901475.167,WATERTOWN,Non-fatal injury,Non-fatal injury - Incapacitating,1963287,V1:(Collision with pedestrian),P2:Pedestrian
11/16/05,4:56 PM,249665.7659,918985.3125,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963291,V1:(Collision with pedestrian),P2:Pedestrian
11/29/05,4:12 PM,96257.41423,875825.1901,WESTFIELD,Property damage only (none injured),No injury,1963293,V1:(),P2:Pedestrian
11/22/05,4:06 PM,238623.3649,904773.3704,CHELSEA,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963302,V1:(Collision with pedestrian),P2:Pedestrian
5/5/05,10:59 AM,231086.3065,889562.6188,BOSTON,Property damage only (none injured),No injury,1963316,V1:(),P3:Pedestrian
11/4/05,9:01 AM,243483.8767,860192.7345,BRIDGEWATER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963332,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
11/17/05,6:15 PM,219345.0126,922564.2598,BILLERICA,Non-fatal injury,Non-fatal injury - Possible,1963334,V1:(Collision with pedestrian),P2:Pedestrian
11/21/05,9:07 AM,239259.6683,905235.1103,CHELSEA,Non-fatal injury,Non-fatal injury - Incapacitating,1963361,V1:(Collision with pedestrian),P2:Pedestrian
10/25/05,5:40 AM,,,UXBRIDGE,Non-fatal injury,Non-fatal injury - Possible,1963410,V1:(),P2:Pedestrian
11/28/05,6:43 PM,107319.2185,896281.3125,NORTHAMPTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963441,V1:(Collision with pedestrian),P2:Pedestrian
11/30/05,4:40 AM,232075.0627,897693.4377,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963619,V1:(Collision with fence) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P4:Pedestrian
11/19/05,3:00 PM,233946.7345,924887.4376,NORTH READING,Non-fatal injury,Non-fatal injury - Possible,1963771,V1:(Collision with pedestrian),P2:Pedestrian
5/18/05,8:45 AM,252971.7657,916949.1249,MARBLEHEAD,Property damage only (none injured),No injury,1963809,V1:(),P3:Pedestrian
11/8/05,4:53 PM,246644.5238,817667.4398,DARTMOUTH,Non-fatal injury,Non-fatal injury - Non-incapacitating,1963852,V1:(Collision with pedestrian),P2:Pedestrian
